<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
IMOEX;60;20220421;17:00;2306.8900000;2307.6600000;2284.8000000;2284.8000000;2270710809
IMOEX;60;20220421;18:00;2284.3300000;2287.8300000;2267.6500000;2272.4300000;5016517666
IMOEX;60;20220421;19:00;2272.7400000;2284.3200000;2260.9400000;2271.0500000;3130171637
IMOEX;60;20220422;11:00;2267.4600000;2290.0400000;2250.8700000;2284.8300000;8585300274
IMOEX;60;20220422;12:00;2285.1100000;2285.1200000;2255.8400000;2257.5300000;4472293256
IMOEX;60;20220422;13:00;2257.6500000;2260.8400000;2233.1300000;2236.0100000;3310567135
IMOEX;60;20220422;14:00;2235.9400000;2243.5400000;2223.7500000;2240.8700000;3515987360
IMOEX;60;20220422;15:00;2240.9800000;2253.7100000;2237.3800000;2237.7900000;2311467282
IMOEX;60;20220422;16:00;2237.5300000;2240.7200000;2234.2800000;2240.4200000;2316177937
IMOEX;60;20220422;17:00;2240.4300000;2245.9900000;2234.7300000;2243.6500000;2359097224
IMOEX;60;20220422;18:00;2243.7700000;2243.8700000;2224.0100000;2231.1200000;3046799409
IMOEX;60;20220422;19:00;2231.3300000;2237.5700000;2228.7300000;2232.2300000;2335214846
IMOEX;60;20220425;11:00;2236.3200000;2236.3200000;2175.8300000;2188.7000000;6652473279
IMOEX;60;20220425;12:00;2188.8300000;2193.5700000;2168.1800000;2171.2200000;3432064635
IMOEX;60;20220425;13:00;2171.0600000;2199.2800000;2170.3700000;2194.6000000;2790250314
IMOEX;60;20220425;14:00;2194.8700000;2197.6800000;2183.4900000;2190.8800000;1633465654
IMOEX;60;20220425;15:00;2190.8300000;2193.3000000;2187.9700000;2193.2200000;1508608606
IMOEX;60;20220425;16:00;2192.9800000;2199.7700000;2186.1200000;2198.5000000;1568432206
IMOEX;60;20220425;17:00;2198.4600000;2201.1000000;2192.8100000;2198.7500000;1393762880
IMOEX;60;20220425;18:00;2199.0600000;2206.3800000;2193.9000000;2194.2600000;1900244230
IMOEX;60;20220425;19:00;2194.3400000;2196.6600000;2185.0400000;2186.2200000;1634570674
IMOEX;60;20220426;11:00;2193.2800000;2241.3500000;2192.2400000;2240.9000000;7575853018
IMOEX;60;20220426;12:00;2241.6900000;2256.9500000;2240.6800000;2240.8100000;4878179122
IMOEX;60;20220426;13:00;2240.8300000;2246.4600000;2240.3900000;2244.0100000;1949011525
IMOEX;60;20220426;14:00;2243.8600000;2257.2100000;2239.5400000;2256.7000000;2616156193
IMOEX;60;20220426;15:00;2257.7400000;2267.3800000;2256.3100000;2265.4600000;3381359602
IMOEX;60;20220426;16:00;2265.3800000;2287.7800000;2265.3800000;2287.1800000;4278090139
IMOEX;60;20220426;17:00;2287.6600000;2309.9500000;2283.2600000;2307.8400000;4637870775
IMOEX;60;20220426;18:00;2308.2300000;2347.1100000;2303.9900000;2347.1100000;7432553187
IMOEX;60;20220426;19:00;2347.0100000;2347.6500000;2305.7200000;2318.4600000;6222152068
IMOEX;60;20220427;11:00;2326.0300000;2386.8600000;2306.1500000;2383.9100000;15388599488
IMOEX;60;20220427;12:00;2384.5800000;2384.6100000;2356.2900000;2358.1900000;5529448291
IMOEX;60;20220427;13:00;2356.9400000;2379.0400000;2356.9400000;2368.4100000;3877944107
IMOEX;60;20220427;14:00;2368.3800000;2381.1700000;2367.9800000;2380.9200000;2408066975
IMOEX;60;20220427;15:00;2381.1900000;2390.1400000;2377.6300000;2388.4300000;2846210725
IMOEX;60;20220427;16:00;2388.5600000;2407.9700000;2387.9500000;2407.9500000;5133978576
IMOEX;60;20220427;17:00;2407.6100000;2417.0200000;2400.9800000;2413.6400000;5146947666
IMOEX;60;20220427;18:00;2413.6400000;2415.5800000;2403.1600000;2414.4400000;4621265176
IMOEX;60;20220427;19:00;2414.4900000;2427.4100000;2413.8700000;2424.2800000;3981146053
IMOEX;60;20220428;11:00;2434.8600000;2488.1200000;2434.8600000;2475.8100000;13998020656
IMOEX;60;20220428;12:00;2475.9200000;2480.3000000;2471.1800000;2478.6500000;4811013402
IMOEX;60;20220428;13:00;2478.6600000;2501.0900000;2478.6600000;2500.9600000;4891415167
IMOEX;60;20220428;14:00;2501.0700000;2505.8700000;2464.1000000;2464.5300000;6149611695
IMOEX;60;20220428;15:00;2464.6600000;2475.2800000;2415.5300000;2432.9000000;10412661683
IMOEX;60;20220428;16:00;2431.1200000;2431.7400000;2391.6600000;2399.9300000;7154272261
IMOEX;60;20220428;17:00;2399.9800000;2431.3500000;2398.0500000;2409.5500000;4298975340
IMOEX;60;20220428;18:00;2408.7600000;2422.0400000;2385.6200000;2392.5000000;5412133789
IMOEX;60;20220428;19:00;2392.4900000;2395.1500000;2379.4100000;2383.6600000;3775835688
IMOEX;60;20220429;11:00;2390.8300000;2428.1900000;2390.8300000;2403.3600000;9388617998
IMOEX;60;20220429;12:00;2403.4500000;2432.4300000;2402.9400000;2426.3800000;6428266848
IMOEX;60;20220429;13:00;2426.0600000;2432.7300000;2413.8800000;2415.6700000;4235894098
IMOEX;60;20220429;14:00;2415.7900000;2432.6300000;2415.7900000;2427.8600000;3511171993
IMOEX;60;20220429;15:00;2427.8100000;2436.0700000;2425.8800000;2432.7300000;3212653041
IMOEX;60;20220429;16:00;2432.6000000;2438.1100000;2432.5400000;2434.7200000;2698352847
IMOEX;60;20220429;17:00;2434.6000000;2436.7200000;2419.1800000;2434.0800000;4706070200
IMOEX;60;20220429;18:00;2433.0100000;2446.9600000;2432.7200000;2439.0000000;4290461908
IMOEX;60;20220429;19:00;2439.0900000;2448.2100000;2436.6100000;2445.1700000;2878656473
IMOEX;60;20220504;11:00;2444.0600000;2464.0600000;2413.3700000;2420.0200000;7869850900
IMOEX;60;20220504;12:00;2420.0000000;2427.3000000;2384.2000000;2384.6100000;4701382857
IMOEX;60;20220504;13:00;2384.5200000;2400.3200000;2381.4700000;2396.2900000;2329506812
IMOEX;60;20220504;14:00;2396.4400000;2397.0800000;2387.3100000;2389.2300000;1632281880
IMOEX;60;20220504;15:00;2388.9100000;2399.2900000;2383.6400000;2396.7000000;2228471665
IMOEX;60;20220504;16:00;2396.6700000;2409.9000000;2393.2400000;2403.8400000;1991587983
IMOEX;60;20220504;17:00;2403.8800000;2404.0000000;2384.0900000;2391.2000000;2325885624
IMOEX;60;20220504;18:00;2391.3800000;2391.9300000;2385.6700000;2385.9800000;1306939772
IMOEX;60;20220504;19:00;2386.0300000;2389.8300000;2373.1600000;2373.1600000;1485660426
IMOEX;60;20220505;11:00;2379.0400000;2412.7400000;2379.0400000;2398.1200000;5298252009
IMOEX;60;20220505;12:00;2398.1900000;2403.2700000;2392.6000000;2397.9600000;1895141984
IMOEX;60;20220505;13:00;2398.3000000;2399.5100000;2392.4800000;2395.9900000;1199611539
IMOEX;60;20220505;14:00;2396.0200000;2404.1500000;2395.1100000;2401.9800000;1672012687
IMOEX;60;20220505;15:00;2401.9300000;2405.9800000;2399.6600000;2405.8400000;1455617911
IMOEX;60;20220505;16:00;2405.7400000;2406.5300000;2401.4300000;2403.3800000;1583010862
IMOEX;60;20220505;17:00;2403.2600000;2405.2900000;2402.3900000;2402.9700000;1281085645
IMOEX;60;20220505;18:00;2402.7200000;2404.2100000;2400.4000000;2401.2600000;1424464959
IMOEX;60;20220505;19:00;2401.3600000;2404.8000000;2400.7300000;2404.8000000;1530174566
IMOEX;60;20220506;11:00;2403.5800000;2403.5800000;2372.5800000;2382.8700000;3832065655
IMOEX;60;20220506;12:00;2381.7100000;2388.5300000;2379.1000000;2380.1000000;1689798472
IMOEX;60;20220506;13:00;2379.7300000;2382.7100000;2376.6600000;2377.3300000;1677095944
IMOEX;60;20220506;14:00;2377.2300000;2377.3600000;2372.9400000;2376.0200000;1345490345
IMOEX;60;20220506;15:00;2376.1500000;2381.2300000;2375.8200000;2381.0500000;1335600052
IMOEX;60;20220506;16:00;2380.8700000;2397.2400000;2380.4800000;2394.2400000;3243608422
IMOEX;60;20220506;17:00;2394.6300000;2394.6900000;2385.6300000;2386.1600000;1392643703
IMOEX;60;20220506;18:00;2386.3100000;2392.6600000;2386.1500000;2389.8800000;1636315192
IMOEX;60;20220506;19:00;2389.8900000;2393.0300000;2388.5500000;2393.0300000;1836160734
IMOEX;60;20220511;11:00;2389.5500000;2414.6500000;2384.6300000;2404.5300000;5805546810
IMOEX;60;20220511;12:00;2404.4000000;2410.1800000;2387.3600000;2389.7700000;2840286707
IMOEX;60;20220511;13:00;2389.6300000;2390.3800000;2378.5000000;2381.9500000;1938917924
IMOEX;60;20220511;14:00;2381.9800000;2386.7800000;2378.2300000;2381.0700000;1299780455
IMOEX;60;20220511;15:00;2381.0300000;2382.9600000;2379.5100000;2380.0500000;794656181
IMOEX;60;20220511;16:00;2380.0300000;2384.1200000;2373.5700000;2373.5700000;1578920796
IMOEX;60;20220511;17:00;2373.3400000;2375.2900000;2370.6100000;2371.2000000;1299573226
IMOEX;60;20220511;18:00;2371.1000000;2383.7000000;2367.4800000;2382.9400000;1683585994
IMOEX;60;20220511;19:00;2382.7600000;2390.9500000;2381.4400000;2387.1400000;1507523291
IMOEX;60;20220512;11:00;2381.9400000;2385.8500000;2346.9100000;2353.3400000;4489889854
IMOEX;60;20220512;12:00;2353.0600000;2355.3500000;2343.0600000;2349.0000000;2126884663
IMOEX;60;20220512;13:00;2349.2200000;2353.8000000;2347.2400000;2351.5600000;1474482159
IMOEX;60;20220512;14:00;2351.7100000;2359.9200000;2351.1100000;2354.6100000;1278270092
IMOEX;60;20220512;15:00;2354.7300000;2357.7200000;2352.0600000;2352.2800000;1284790525
IMOEX;60;20220512;16:00;2352.2300000;2354.6400000;2335.3700000;2335.6100000;2182374453
IMOEX;60;20220512;17:00;2335.3400000;2335.5100000;2300.4600000;2302.5100000;4576610427
IMOEX;60;20220512;18:00;2302.1700000;2318.2200000;2283.4700000;2315.2800000;3872827063
IMOEX;60;20220512;19:00;2315.1400000;2316.9400000;2297.8900000;2297.8900000;1471340112
IMOEX;60;20220513;11:00;2316.7800000;2321.1800000;2283.4200000;2290.5000000;3951870400
IMOEX;60;20220513;12:00;2290.3900000;2297.0100000;2287.3700000;2292.8700000;1326472420
IMOEX;60;20220513;13:00;2292.9700000;2314.4600000;2291.1000000;2309.0900000;2645571828
IMOEX;60;20220513;14:00;2309.5500000;2316.4800000;2308.8100000;2314.2000000;1241557506
IMOEX;60;20220513;15:00;2314.3400000;2314.3400000;2304.4400000;2311.8200000;1309695942
IMOEX;60;20220513;16:00;2311.7600000;2311.9500000;2305.4900000;2309.4900000;1248795651
IMOEX;60;20220513;17:00;2309.5200000;2312.6700000;2307.3800000;2311.9100000;980833831
IMOEX;60;20220513;18:00;2311.6600000;2321.9100000;2311.0500000;2321.2600000;1520110819
IMOEX;60;20220513;19:00;2321.4900000;2321.6200000;2307.5000000;2307.5000000;1363055029
IMOEX;60;20220516;11:00;2308.0400000;2346.9700000;2307.3500000;2343.7700000;4670169192
IMOEX;60;20220516;12:00;2343.6500000;2349.9100000;2337.9300000;2341.6800000;2037686004
IMOEX;60;20220516;13:00;2341.2700000;2355.4000000;2340.1500000;2355.4000000;1945492571
IMOEX;60;20220516;14:00;2355.3000000;2360.5900000;2354.0700000;2357.8500000;2182166985
IMOEX;60;20220516;15:00;2357.9900000;2374.7600000;2357.9000000;2373.6200000;2936813256
IMOEX;60;20220516;16:00;2374.0100000;2379.3300000;2367.6500000;2372.9100000;3478767885
IMOEX;60;20220516;17:00;2373.1800000;2374.2800000;2362.1300000;2369.7800000;2450056765
IMOEX;60;20220516;18:00;2370.0600000;2370.0800000;2354.9700000;2356.0000000;4398188109
IMOEX;60;20220516;19:00;2355.8900000;2364.6000000;2353.8900000;2364.6000000;1735921947
IMOEX;60;20220517;11:00;2378.0800000;2390.5000000;2371.9900000;2379.7500000;5599114363
IMOEX;60;20220517;12:00;2380.1100000;2404.5800000;2379.4900000;2404.3700000;4489867639
IMOEX;60;20220517;13:00;2404.3100000;2404.5500000;2395.0900000;2398.6300000;3765296078
IMOEX;60;20220517;14:00;2398.4500000;2398.4500000;2389.3700000;2394.1600000;2348375184
IMOEX;60;20220517;15:00;2394.2600000;2397.7500000;2392.8300000;2395.0500000;1374651339
IMOEX;60;20220517;16:00;2394.7700000;2394.7700000;2388.8200000;2390.2400000;1966385712
IMOEX;60;20220517;17:00;2390.2900000;2419.2000000;2387.2300000;2418.7000000;8635443168
IMOEX;60;20220517;18:00;2418.8500000;2421.9400000;2410.3000000;2414.5200000;4283118078
IMOEX;60;20220517;19:00;2414.6300000;2425.1300000;2413.8900000;2424.1000000;2693072437
IMOEX;60;20220518;11:00;2443.4300000;2478.9700000;2443.4300000;2478.8000000;12612978845
IMOEX;60;20220518;12:00;2479.2700000;2489.9800000;2475.4900000;2484.3100000;7613196663
IMOEX;60;20220518;13:00;2484.3200000;2485.3500000;2470.8000000;2475.2000000;4191415846
IMOEX;60;20220518;14:00;2475.0500000;2477.6500000;2470.9300000;2476.5700000;2400937833
IMOEX;60;20220518;15:00;2476.5500000;2477.0300000;2466.8800000;2467.6500000;2788708464
IMOEX;60;20220518;16:00;2467.5700000;2475.4700000;2464.6100000;2469.9300000;2275231412
IMOEX;60;20220518;17:00;2470.3600000;2474.1900000;2457.6900000;2457.9500000;3479644068
IMOEX;60;20220518;18:00;2457.5800000;2460.6900000;2446.2100000;2454.8000000;4006697813
IMOEX;60;20220518;19:00;2454.5900000;2455.6600000;2444.3000000;2445.3000000;2714069899
IMOEX;60;20220519;11:00;2453.4400000;2454.8300000;2414.6300000;2424.0100000;8357449035
IMOEX;60;20220519;12:00;2423.9700000;2446.6800000;2421.8800000;2433.0900000;4056082965
IMOEX;60;20220519;13:00;2432.7700000;2433.2300000;2425.2000000;2429.0500000;1945783660
IMOEX;60;20220519;14:00;2429.0300000;2437.1100000;2426.6300000;2430.5300000;1202970187
IMOEX;60;20220519;15:00;2430.6000000;2434.9600000;2427.4300000;2427.4300000;1145234389
IMOEX;60;20220519;16:00;2427.1600000;2433.2700000;2426.8400000;2430.1400000;1407752399
IMOEX;60;20220519;17:00;2429.6500000;2434.4300000;2428.6100000;2430.0200000;1590081006
IMOEX;60;20220519;18:00;2429.7300000;2436.2200000;2428.9000000;2433.3500000;1869828224
IMOEX;60;20220519;19:00;2432.9700000;2436.5700000;2430.9700000;2436.5700000;1509257247
IMOEX;60;20220520;11:00;2442.2500000;2451.0200000;2406.8200000;2407.5900000;5973106154
IMOEX;60;20220520;12:00;2407.5300000;2408.9800000;2389.0500000;2398.7000000;4582522659
IMOEX;60;20220520;13:00;2398.1800000;2404.2300000;2396.6000000;2401.9000000;2028415499
IMOEX;60;20220520;14:00;2401.5500000;2404.7300000;2397.1300000;2400.6300000;1658090793
IMOEX;60;20220520;15:00;2400.7100000;2401.0700000;2372.0500000;2372.1500000;3080659851
IMOEX;60;20220520;16:00;2372.2700000;2382.2100000;2367.6700000;2375.4000000;3054052839
IMOEX;60;20220520;17:00;2375.5500000;2377.5800000;2365.8500000;2375.4900000;2129081713
IMOEX;60;20220520;18:00;2375.4600000;2377.1800000;2368.6700000;2370.5100000;1927483287
IMOEX;60;20220520;19:00;2370.5700000;2375.2900000;2367.6300000;2373.2600000;1702009464
IMOEX;60;20220523;11:00;2380.6500000;2387.9500000;2359.1100000;2361.6900000;7373964634
IMOEX;60;20220523;12:00;2361.3700000;2362.3600000;2347.2300000;2349.8600000;3146769441
IMOEX;60;20220523;13:00;2350.1000000;2352.0900000;2334.7500000;2335.1900000;2591896215
IMOEX;60;20220523;14:00;2335.0600000;2337.8100000;2323.8100000;2325.8600000;2109508922
IMOEX;60;20220523;15:00;2326.1300000;2338.7300000;2325.3400000;2327.0100000;2015460100
IMOEX;60;20220523;16:00;2327.1300000;2329.7600000;2315.5200000;2318.1200000;2127570998
IMOEX;60;20220523;17:00;2318.2500000;2318.8500000;2307.2500000;2308.3200000;2198675879
IMOEX;60;20220523;18:00;2308.9100000;2309.8600000;2300.8200000;2301.9200000;1976485727
IMOEX;60;20220523;19:00;2301.8900000;2305.4300000;2301.2800000;2301.8500000;1694173677
IMOEX;60;20220524;11:00;2300.1100000;2300.1100000;2250.5900000;2271.0600000;6472030463
IMOEX;60;20220524;12:00;2270.8500000;2270.8500000;2259.5000000;2259.8600000;3036925057
IMOEX;60;20220524;13:00;2259.4600000;2260.0500000;2238.0200000;2240.6800000;3099270954
IMOEX;60;20220524;14:00;2240.3000000;2249.4700000;2229.2800000;2248.0700000;4297623383
IMOEX;60;20220524;15:00;2247.9500000;2282.0100000;2247.3800000;2267.9000000;4698021666
IMOEX;60;20220524;16:00;2267.8100000;2289.8100000;2267.2500000;2289.2000000;2481196044
IMOEX;60;20220524;17:00;2289.6200000;2317.8100000;2289.2100000;2305.8700000;4847730924
IMOEX;60;20220524;18:00;2306.5300000;2308.1400000;2281.8000000;2290.5400000;2655668655
IMOEX;60;20220524;19:00;2290.4200000;2306.2200000;2290.4200000;2293.6200000;2898082324
IMOEX;60;20220525;11:00;2306.2900000;2335.3900000;2302.3300000;2308.7800000;6865372161
IMOEX;60;20220525;12:00;2308.7600000;2313.8600000;2291.4000000;2303.5900000;2906404002
IMOEX;60;20220525;13:00;2304.0500000;2304.0500000;2291.3200000;2294.7900000;2184870734
IMOEX;60;20220525;14:00;2294.3200000;2314.5900000;2293.8600000;2307.3500000;2229054772
IMOEX;60;20220525;15:00;2307.6200000;2309.5700000;2296.4900000;2299.2900000;1734386790
IMOEX;60;20220525;16:00;2299.2900000;2318.0500000;2297.1400000;2317.3300000;3315029226
IMOEX;60;20220525;17:00;2317.4500000;2330.2000000;2317.4200000;2324.5800000;3863043109
IMOEX;60;20220525;18:00;2325.0800000;2333.5100000;2321.0700000;2331.8800000;2522866424
IMOEX;60;20220525;19:00;2331.8400000;2340.1800000;2331.6700000;2340.1800000;2993269959
IMOEX;60;20220526;11:00;2351.6000000;2383.3100000;2351.5400000;2379.8200000;9025187682
IMOEX;60;20220526;12:00;2380.3000000;2385.7200000;2376.6600000;2377.8300000;3675432839
IMOEX;60;20220526;13:00;2377.8900000;2394.6900000;2377.3500000;2394.5200000;3186633347
IMOEX;60;20220526;14:00;2394.1900000;2406.7800000;2327.9700000;2348.5400000;12839453567
IMOEX;60;20220526;15:00;2347.7600000;2363.0700000;2328.3200000;2354.6900000;7340321709
IMOEX;60;20220526;16:00;2354.3000000;2366.6400000;2352.1300000;2356.7800000;3388359924
IMOEX;60;20220526;17:00;2357.1800000;2365.3600000;2351.2900000;2363.7900000;2583043228
IMOEX;60;20220526;18:00;2363.9400000;2415.0300000;2362.1900000;2415.0300000;14056928160
IMOEX;60;20220526;19:00;2412.2400000;2414.2200000;2405.5200000;2413.0600000;8218543181
IMOEX;60;20220527;11:00;2427.2700000;2439.2000000;2415.3100000;2426.1300000;12297576448
IMOEX;60;20220527;12:00;2425.7800000;2434.4900000;2418.5900000;2428.1500000;4739512102
IMOEX;60;20220527;13:00;2428.1300000;2428.2200000;2415.4700000;2415.9200000;2871656217
IMOEX;60;20220527;14:00;2415.8300000;2425.6500000;2415.0900000;2417.8900000;3084145622
IMOEX;60;20220527;15:00;2417.9800000;2418.6600000;2409.5400000;2410.4600000;2038630584
IMOEX;60;20220527;16:00;2410.2300000;2412.4800000;2400.0100000;2405.2500000;2845679824
IMOEX;60;20220527;17:00;2405.1400000;2416.9900000;2404.9900000;2415.7600000;2250925042
IMOEX;60;20220527;18:00;2416.0500000;2419.2100000;2414.3600000;2416.3500000;1903777136
IMOEX;60;20220527;19:00;2416.4600000;2416.6600000;2407.5900000;2407.5900000;2545916012
IMOEX;60;20220530;11:00;2423.6400000;2432.8700000;2408.5200000;2411.5000000;9005153185
IMOEX;60;20220530;12:00;2411.2400000;2411.5200000;2385.4700000;2386.0400000;3483680795
IMOEX;60;20220530;13:00;2386.2000000;2396.6900000;2382.4600000;2388.7500000;2389567562
IMOEX;60;20220530;14:00;2388.7000000;2392.1900000;2378.1200000;2379.7100000;1828725484
IMOEX;60;20220530;15:00;2379.5900000;2388.1700000;2377.7400000;2384.6200000;1608842047
IMOEX;60;20220530;16:00;2384.5700000;2385.6700000;2379.4600000;2380.7600000;1329776427
IMOEX;60;20220530;17:00;2380.5100000;2393.0700000;2376.6100000;2392.8200000;2968673118
IMOEX;60;20220530;18:00;2392.9900000;2395.3500000;2389.0800000;2395.3500000;2107843371
IMOEX;60;20220530;19:00;2395.2800000;2400.3900000;2390.6500000;2400.3900000;2640028256
IMOEX;60;20220531;11:00;2397.5000000;2397.5000000;2358.0200000;2371.5100000;5970553143
IMOEX;60;20220531;12:00;2371.1400000;2373.1200000;2360.0200000;2365.9600000;3335493002
IMOEX;60;20220531;13:00;2365.1200000;2368.0400000;2361.7300000;2362.6400000;1808852649
IMOEX;60;20220531;14:00;2362.9500000;2365.0900000;2360.6300000;2365.0900000;1387463430
IMOEX;60;20220531;15:00;2365.2000000;2369.3000000;2364.9400000;2368.0600000;1380572036
IMOEX;60;20220531;16:00;2368.0500000;2369.6500000;2364.4000000;2365.6900000;1367672327
IMOEX;60;20220531;17:00;2365.6000000;2365.7600000;2359.0300000;2362.9900000;1530641858
IMOEX;60;20220531;18:00;2362.8600000;2367.6600000;2362.1800000;2362.8300000;1402243499
IMOEX;60;20220531;19:00;2362.8400000;2363.1600000;2352.0100000;2355.7500000;2399651995
IMOEX;60;20220601;11:00;2346.5300000;2372.6000000;2338.9000000;2368.0800000;6812126571
IMOEX;60;20220601;12:00;2368.4900000;2382.7700000;2368.4100000;2378.0900000;3297950756
IMOEX;60;20220601;13:00;2378.0700000;2379.5000000;2371.2900000;2371.8200000;1885716918
IMOEX;60;20220601;14:00;2371.7700000;2380.0900000;2371.7600000;2380.0900000;1717452894
IMOEX;60;20220601;15:00;2379.8000000;2384.8300000;2377.5700000;2383.2300000;2317224186
IMOEX;60;20220601;16:00;2383.4200000;2385.4900000;2378.1000000;2381.3800000;1545789219
IMOEX;60;20220601;17:00;2381.6400000;2383.1600000;2377.4200000;2378.6300000;1821872848
IMOEX;60;20220601;18:00;2379.0500000;2379.2400000;2366.8300000;2370.5500000;2018300662
IMOEX;60;20220601;19:00;2370.6100000;2374.6000000;2367.8800000;2374.6000000;1719612055
IMOEX;60;20220602;11:00;2375.4900000;2382.1200000;2349.5800000;2351.7300000;5767810203
IMOEX;60;20220602;12:00;2351.2900000;2354.0500000;2342.2100000;2342.3100000;2775089870
IMOEX;60;20220602;13:00;2342.2000000;2345.6400000;2337.6900000;2343.3000000;3206011419
IMOEX;60;20220602;14:00;2343.0400000;2355.1000000;2342.9100000;2348.7000000;2501597521
IMOEX;60;20220602;15:00;2348.5800000;2349.1700000;2344.7700000;2345.5400000;1546253363
IMOEX;60;20220602;16:00;2345.5800000;2351.8000000;2343.7000000;2349.9600000;2089467529
IMOEX;60;20220602;17:00;2349.8300000;2352.7200000;2349.1400000;2350.6100000;1723718625
IMOEX;60;20220602;18:00;2350.8700000;2352.6200000;2338.1300000;2338.3300000;3382613921
IMOEX;60;20220602;19:00;2338.3400000;2342.7400000;2338.1600000;2340.1700000;2940068793
IMOEX;60;20220603;11:00;2342.5900000;2347.9900000;2326.7400000;2326.7400000;7723553089
IMOEX;60;20220603;12:00;2326.1600000;2326.1600000;2292.8300000;2305.7200000;8924915190
IMOEX;60;20220603;13:00;2305.6900000;2310.9500000;2299.0300000;2308.2000000;4830045414
IMOEX;60;20220603;14:00;2308.3100000;2309.0600000;2297.1100000;2299.9600000;2672732063
IMOEX;60;20220603;15:00;2300.0000000;2305.2600000;2300.0000000;2303.0100000;1701884421
IMOEX;60;20220603;16:00;2303.1400000;2306.2000000;2299.2800000;2301.8200000;2553883504
IMOEX;60;20220603;17:00;2301.8600000;2302.0300000;2286.9300000;2292.6000000;3236470584
IMOEX;60;20220603;18:00;2292.8400000;2300.3800000;2292.5700000;2299.2400000;2341776951
IMOEX;60;20220603;19:00;2299.1600000;2309.4300000;2298.7800000;2308.0300000;2642326988
IMOEX;60;20220606;11:00;2311.9100000;2321.1500000;2291.6300000;2310.2000000;7510001955
IMOEX;60;20220606;12:00;2310.2800000;2311.3600000;2293.5300000;2298.9100000;3450440574
IMOEX;60;20220606;13:00;2298.5300000;2299.1900000;2284.0600000;2284.6600000;2229487710
IMOEX;60;20220606;14:00;2284.3600000;2291.0100000;2282.4100000;2289.3700000;1875856728
IMOEX;60;20220606;15:00;2289.4500000;2289.4500000;2284.8100000;2287.4700000;1499825150
IMOEX;60;20220606;16:00;2287.2800000;2290.9400000;2281.3400000;2281.4900000;1946902419
IMOEX;60;20220606;17:00;2281.7900000;2282.8700000;2277.2600000;2279.7400000;1883802012
IMOEX;60;20220606;18:00;2279.7700000;2286.9400000;2279.6000000;2281.0600000;1675147292
IMOEX;60;20220606;19:00;2281.1600000;2283.7600000;2280.9300000;2282.1600000;1377107152
IMOEX;60;20220607;11:00;2283.4900000;2283.4900000;2248.3400000;2251.5500000;5575148524
IMOEX;60;20220607;12:00;2251.0800000;2252.0900000;2239.7200000;2252.0900000;3609962446
IMOEX;60;20220607;13:00;2251.9100000;2262.9500000;2251.9100000;2260.8200000;2263930315
IMOEX;60;20220607;14:00;2259.9000000;2261.0100000;2254.8200000;2258.3000000;1604244830
IMOEX;60;20220607;15:00;2258.0800000;2276.4500000;2258.0800000;2275.6700000;2202224740
IMOEX;60;20220607;16:00;2275.9700000;2284.6900000;2272.1200000;2283.0200000;2562258162
IMOEX;60;20220607;17:00;2282.8000000;2289.4300000;2282.8000000;2288.2700000;2707992463
IMOEX;60;20220607;18:00;2288.2700000;2294.1600000;2288.0100000;2293.3400000;2397866507
IMOEX;60;20220607;19:00;2293.4800000;2293.9600000;2286.2300000;2291.6200000;1742938269
IMOEX;60;20220608;11:00;2299.8500000;2323.7200000;2298.9300000;2318.6400000;8617676360
IMOEX;60;20220608;12:00;2319.1800000;2342.6800000;2318.7700000;2330.6900000;8695266669
IMOEX;60;20220608;13:00;2331.6300000;2335.9000000;2326.0900000;2334.0100000;3367865728
IMOEX;60;20220608;14:00;2334.1800000;2335.4300000;2328.9200000;2328.9200000;2465739798
IMOEX;60;20220608;15:00;2328.6700000;2331.7000000;2317.9900000;2318.0700000;2585641458
IMOEX;60;20220608;16:00;2318.2700000;2323.9300000;2313.7500000;2321.9400000;2228068299
IMOEX;60;20220608;17:00;2321.9400000;2322.0100000;2317.6300000;2321.1000000;1834117488
IMOEX;60;20220608;18:00;2321.2600000;2321.2600000;2309.9600000;2317.6800000;2041256188
IMOEX;60;20220608;19:00;2317.5900000;2319.7400000;2313.7500000;2318.8500000;2061583739
IMOEX;60;20220609;11:00;2321.9200000;2322.6400000;2275.2200000;2289.0000000;10184312056
IMOEX;60;20220609;12:00;2288.6800000;2293.0900000;2281.8900000;2288.5500000;3185424777
IMOEX;60;20220609;13:00;2288.5300000;2292.1900000;2284.0400000;2285.8600000;2014022830
IMOEX;60;20220609;14:00;2285.6400000;2294.1800000;2283.9300000;2287.7400000;1632788051
IMOEX;60;20220609;15:00;2287.9700000;2289.3800000;2281.0900000;2281.0900000;1313420177
IMOEX;60;20220609;16:00;2281.0900000;2287.6500000;2279.9900000;2287.6500000;1635451481
IMOEX;60;20220609;17:00;2287.9000000;2293.7000000;2286.2900000;2293.3300000;1568562286
IMOEX;60;20220609;18:00;2293.6700000;2294.8500000;2288.4700000;2290.4900000;1417622847
IMOEX;60;20220609;19:00;2290.5700000;2295.0600000;2289.9700000;2293.9900000;1776489663
IMOEX;60;20220610;11:00;2281.1000000;2292.8300000;2274.3800000;2288.7000000;4719667238
IMOEX;60;20220610;12:00;2288.6900000;2291.1500000;2282.7600000;2285.4800000;2010664945
